"Id","SalePrice"
1461,112397.634219707
1462,158555.486446596
1463,146130.522385953
1464,172205.997165038
1465,219548.985718649
1466,174589.422457971
1467,150880.873874719
1468,165485.901847326
1469,188865.370775989
1470,94080.1328276768
1471,188617.797886396
1472,139140.760578323
1473,122594.7089058
1474,165038.704764771
1475,153482.635555155
1476,339126.302212729
1477,238391.702674699
1478,294903.906277428
1479,256369.900790711
1480,361298.787015918
1481,281263.226308635
1482,226198.224045066
1483,158293.283000948
1484,176206.615357975
1485,190892.250861769
1486,211377.271548078
1487,293287.799128852
1488,241818.146737053
1489,181053.557334147
1490,165634.625394263
1491,207364.892766923
1492,118567.621255954
1493,166916.492183781
1494,286633.365971662
1495,279886.288163372
1496,197691.829544126
1497,208513.558527911
1498,179873.878899856
1499,179873.878899856
1500,153584.524497138
1501,167796.632527433
1502,171742.974492908
1503,229644.629782641
1504,257970.219039394
1505,197925.018120587
1506,182425.14924327
1507,209081.537653027
1508,185115.651700858
1509,174125.361973636
1510,129262.431995331
1511,128197.29581296
1512,141342.841962559
1513,180039.863246302
1514,149966.189855167
1515,175162.5943006
1516,169923.673122114
1517,147541.129499857
1518,145141.39544114
1519,197224.396621153
1520,125076.248705974
1521,128057.530962736
1522,171069.690874971
1523,112930.591986471
1524,121204.628007196
1525,116487.069643706
1526,117324.9403632
1527,98753.7010455797
1528,152928.039474255
1529,126601.743202228
1530,161966.034822422
1531,130055.462110262
1532,114573.177913428
1533,134427.990738087
1534,154400.130171764
1535,146287.99157393
1536,129859.543406616
1537,65141.6393685971
1538,239877.435914298
1539,282249.321384815
1540,168597.214572287
1541,165733.679855996
1542,145458.849854997
1543,228437.186003784
1544,88383.5635895442
1545,147770.60119893
1546,151382.085722818
1547,138974.609636077
1548,163032.182731973
1549,119996.733138004
1550,142406.452108108
1551,144042.846029741
1552,133647.100912618
1553,170115.36033169
1554,158293.283000948
1555,147928.535478143
1556,128893.223157108
1557,136381.791417845
1558,134848.428448145
1559,131287.022373819
1560,148122.296259382
1561,129683.080484877
1562,112177.113162249
1563,110617.720288542
1564,135561.234324205
1565,138427.231627213
1566,197399.849451308
1567,87925.7332592128
1568,188934.708224629
1569,103273.559179791
1570,144397.548498841
1571,119853.511911852
1572,126459.724474256
1573,198854.287335981
1574,132258.46837948
1575,194449.198984298
1576,181237.512419134
1577,181314.379526239
1578,164490.022429421
1579,116118.072899036
1580,209166.329786473
1581,119284.907546038
1582,111289.445447081
1583,265788.602149752
1584,229886.798122586
1585,130172.3716583
1586,68883.5502173121
1587,117533.218604888
1588,127590.236435207
1589,104482.079748531
1590,145688.716458305
1591,97645.508534693
1592,132168.949861922
1593,130709.946875407
1594,152510.355579494
1595,147578.947783546
1596,231563.408788458
1597,165978.158250445
1598,206980.195454677
1599,199911.273606559
1600,212710.785321848
1601,53887.6695959082
1602,146328.859013313
1603,97287.4800121208
1604,245183.745089685
1605,262096.944000375
1606,156228.780504448
1607,191715.060765164
1608,189174.255879596
1609,180792.254921706
1610,138595.949414686
1611,130725.996301896
1612,138004.2851474
1613,134296.446092523
1614,115055.461440299
1615,103327.175709025
1616,103327.175709025
1617,103327.175709025
1618,111177.850671804
1619,108857.872397155
1620,174252.949495758
1621,131179.095284529
1622,140061.193348646
1623,255192.329642879
1624,181016.487911835
1625,132437.896330099
1626,163938.99523729
1627,172394.453350565
1628,283067.722528494
1629,205654.254347121
1630,295721.27048829
1631,233861.968467807
1632,250856.375221125
1633,191379.497575067
1634,173706.354357864
1635,167991.420944897
1636,151048.180260262
1637,157570.484315832
1638,227561.756871993
1639,175328.663332978
1640,255692.83488294
1641,176977.583375069
1642,219276.781544057
1643,259557.971501019
1644,255688.992402591
1645,145814.932856216
1646,146849.966970295
1647,179412.439841039
1648,126837.990480261
1649,120501.900109854
1650,93232.5288787676
1651,93232.5288787676
1652,139140.760578323
1653,139140.760578323
1654,169539.468813413
1655,169986.208888634
1656,165038.704764771
1657,169539.468813413
1658,165038.704764771
1659,153482.635555155
1660,123964.96709985
1661,365737.775303673
1662,360945.370547005
1663,318273.770648224
1664,427130.040041896
1665,297784.289068486
1666,253882.68597792
1667,295618.238747708
1668,298311.020683658
1669,281796.363005753
1670,303146.520862943
1671,212817.291256702
1672,346553.053964642
1673,289350.356096175
1674,242549.103053845
1675,160065.481751494
1676,157344.729414047
1677,189912.967489778
1678,414107.631796166
1679,278500.653446401
1680,308678.397287872
1681,275648.976846036
1682,249453.629868706
1683,192771.594050819
1684,195813.54394606
1685,166720.099903538
1686,181184.028304201
1687,190892.250861769
1688,205765.165973543
1689,203756.95237134
1690,197750.159577329
1691,188927.199341861
1692,267317.406589979
1693,190892.250861769
1694,167894.062774098
1695,194270.339037975
1696,239906.144993968
1697,194270.339037975
1698,304068.810219325
1699,270745.886412727
1700,228097.250629519
1701,280272.700916146
1702,248427.096739604
1703,245967.128482089
1704,248812.679885033
1705,230637.483004624
1706,348901.929709548
1707,194627.849292528
1708,192590.743887201
1709,281715.521317993
1710,231765.536984212
1711,254694.430662391
1712,257233.188809166
1713,207529.484639671
1714,201438.620689819
1715,207035.208051804
1716,181053.557334147
1717,175936.092959009
1718,149251.218367124
1719,215556.189296501
1720,236209.306900123
1721,174096.011629777
1722,123672.969882821
1723,123672.969882821
1724,195458.798808568
1725,231038.146143828
1726,178020.879368505
1727,158712.543346607
1728,200696.394038435
1729,162220.6906115
1730,184728.193643155
1731,116906.962600155
1732,110617.720288542
1733,110617.720288542
1734,118978.174592245
1735,113274.250589227
1736,113274.250589227
1737,267902.447509639
1738,212551.559576702
1739,269186.445887791
1740,177839.997273697
1741,154670.780453902
1742,167796.632527433
1743,195577.138400531
1744,248298.399234288
1745,211751.809963108
1746,294533.627488268
1747,228388.663322327
1748,214334.430643599
1749,133944.854184027
1750,152488.377871687
1751,238809.099566229
1752,110617.720288542
1753,143701.757032006
1754,228097.250629519
1755,158083.120618059
1756,94639.8324270704
1757,110617.720288542
1758,113852.990530976
1759,149966.189855167
1760,132927.408277947
1761,131989.680392487
1762,164733.194922069
1763,170879.368546734
1764,115853.585197534
1765,176247.159493298
1766,164889.295091725
1767,170450.151515579
1768,125124.279930553
1769,188121.404408574
1770,139202.627018162
1771,127870.874560535
1772,135950.706877028
1773,107695.351902153
1774,155112.837892296
1775,143687.025762653
1776,123575.441805655
1777,106532.014371467
1778,119539.751823337
1779,128243.84092136
1780,199950.648944847
1781,127777.415881389
1782,75635.3740179131
1783,134646.867625459
1784,101094.802901601
1785,121902.196238375
1786,145398.391671959
1787,209057.715115189
1788,56395.356508473
1789,109600.263159408
1790,72757.6994465835
1791,210875.3413838
1792,161198.985031262
1793,142372.627136996
1794,136889.742620044
1795,146212.735330006
1796,148342.300941315
1797,147827.898135299
1798,120047.371908875
1799,102854.886633256
1800,126979.469795476
1801,117415.518308773
1802,166965.544214364
1803,181414.084753096
1804,114841.432184134
1805,142672.711213619
1806,161096.359495495
1807,187376.668292677
1808,132615.771998535
1809,139435.63659137
1810,143298.578299444
1811,125525.706039243
1812,138722.316011334
1813,133592.080952742
1814,93090.3032889311
1815,56929.0659468614
1816,106473.035720753
1817,119128.792290837
1818,190019.815149597
1819,156388.824035418
1820,90922.7152007544
1821,166227.823327016
1822,168234.502011563
1823,75844.563365027
1824,163838.554360591
1825,147111.180963034
1826,125028.193939395
1827,117689.118824308
1828,144263.794696755
1829,121603.863464052
1830,179727.698102879
1831,222316.852026592
1832,164326.835997253
1833,186782.810308703
1834,163587.107854245
1835,218251.394567488
1836,175098.078200649
1837,94546.8425875582
1838,162373.239598573
1839,85218.6907207683
1840,127777.415881389
1841,125507.686049662
1842,123575.441805655
1843,120602.609748429
1844,142011.457731325
1845,151706.515417907
1846,148113.958836336
1847,162378.872577087
1848,58846.5872461162
1849,114620.501903638
1850,121653.650417361
1851,173846.166725
1852,122446.733833692
1853,120451.505001642
1854,170409.940786209
1855,159026.063773499
1856,219021.008820549
1857,160470.570244476
1858,167674.909709295
1859,142365.731354894
1860,129124.136495827
1861,141466.087134308
1862,260426.896766473
1863,260426.896766473
1864,260426.896766473
1865,293526.906926632
1866,296575.8455311
1867,233165.829106342
1868,257356.214210127
1869,185677.179518562
1870,217579.6247234
1871,235246.373961705
1872,163335.167317055
1873,212764.178790118
1874,117429.138392795
1875,196226.379793197
1876,179906.162795908
1877,195103.230396763
1878,197925.018120587
1879,113001.239663532
1880,113383.220237672
1881,204708.407556917
1882,277609.212032137
1883,210948.188291442
1884,218559.655170541
1885,236277.89633363
1886,256740.334843358
1887,193492.839969016
1888,242283.626239971
1889,162017.006834087
1890,105661.307004548
1891,144279.437939314
1892,93798.6835658211
1893,135344.242529671
1894,148044.830767992
1895,143379.329770261
1896,132258.46837948
1897,130907.475993228
1898,153911.428484235
1899,153366.094428245
1900,181704.71775252
1901,143661.504102328
1902,131133.875239077
1903,247412.819841117
1904,123575.441805655
1905,170163.239098075
