"Id","SalePrice"
1461,116672.186894566
1462,154977.998250303
1463,176912.192362128
1464,193642.842959758
1465,194550.154134263
1466,171751.027838545
1467,177434.327380214
1468,166975.51099088
1469,197195.257734027
1470,114236.39021217
1471,201785.083980853
1472,106411.041810217
1473,102802.784333199
1474,150164.158012067
1475,120015.273665691
1476,336673.832657197
1477,239713.144308912
1478,307886.990358027
1479,290587.833159083
1480,401366.85814709
1481,301382.46290019
1482,215551.242796507
1483,182836.8201721
1484,169151.882164596
1485,203050.797730739
1486,201919.207269561
1487,295813.603806321
1488,238975.255796047
1489,184397.285081947
1490,212255.300499961
1491,195772.389625753
1492,97619.7029839025
1493,189002.783117994
1494,278393.867804777
1495,276674.380776415
1496,218886.213332205
1497,179755.288885377
1498,163097.596097105
1499,162539.439084788
1500,151497.502334695
1501,164237.815418474
1502,151510.575177642
1503,267410.41302054
1504,233805.280778085
1505,214725.088018028
1506,188564.750045165
1507,226816.518631482
1508,198636.614334236
1509,167056.945334309
1510,141536.387521436
1511,144913.862831872
1512,164269.883858744
1513,156662.891204807
1514,151555.856640413
1515,199819.106375317
1516,166325.910005217
1517,166201.364148261
1518,141113.006161844
1519,210435.644090981
1520,126047.832694146
1521,131821.403253034
1522,177451.054570949
1523,108423.218228599
1524,128852.263525761
1525,118648.424673608
1526,116129.115142238
1527,106323.346472428
1528,146179.62172885
1529,137286.259231263
1530,171158.543320794
1531,112193.945449164
1532,102042.48719359
1533,145535.468360109
1534,137440.098155946
1535,162456.728006242
1536,119314.90550899
1537,72267.9380988369
1538,155239.143923302
1539,212192.65243589
1540,112691.550354734
1541,157321.158352446
1542,141939.153683059
1543,182578.357523877
1544,86071.5918463727
1545,118291.265917093
1546,140494.992647081
1547,132574.304544138
1548,135689.958439956
1549,119356.235644006
1550,133612.235597852
1551,128791.367860221
1552,125382.564650988
1553,138649.175705679
1554,122198.623482682
1555,163871.296700284
1556,95135.1324508531
1557,108099.861432595
1558,108297.508470857
1559,88884.350614145
1560,140895.559206228
1561,126333.85154135
1562,127023.592563764
1563,114865.769982344
1564,161615.77456927
1565,147190.647908367
1566,225145.174984958
1567,84833.8446383161
1568,212345.627410837
1569,129105.287701034
1570,148027.946157107
1571,132453.841910124
1572,140462.049047219
1573,238336.112708265
1574,129334.087804067
1575,211258.152093198
1576,233270.576601553
1577,185603.58114842
1578,148429.527660229
1579,142507.054348138
1580,202388.207176975
1581,146663.343123363
1582,123144.220834095
1583,285714.035320586
1584,214881.024219294
1585,145583.596702864
1586,70718.3893401326
1587,111242.758398673
1588,139682.69736917
1589,102332.380696781
1590,144061.014770341
1591,92600.6896531985
1592,126459.617718989
1593,125658.271350839
